date,store_id,product_code,product_name,main_category,sub_category,unit,stock_level,sales_quantity,expiration_days_left,ordered_quantity
2022-07,STORE_003,P024,방역용품_24,의약외품,방역용품,bottle,100,50,348,40
2022-07,STORE_003,P020,소화제_20,일반의약품,소화제,box,75,90,325,95
2022-07,STORE_004,P020,소화제_20,일반의약품,소화제,box,75,65,107,65
2022-07,STORE_005,P020,소화제_20,일반의약품,소화제,box,90,45,324,45
2022-07,STORE_001,P021,항암제_21,전문의약품,항암제,pack,100,75,182,70
2022-07,STORE_002,P021,항암제_21,전문의약품,항암제,pack,55,45,68,35
2022-07,STORE_003,P021,항암제_21,전문의약품,항암제,pack,90,80,44,90
2022-07,STORE_004,P021,항암제_21,전문의약품,항암제,pack,120,50,318,40
2022-07,STORE_005,P021,항암제_21,전문의약품,항암제,pack,130,55,323,55
2022-07,STORE_001,P022,마스크_22,의약외품,마스크,pack,105,45,165,35
2022-07,STORE_004,P024,방역용품_24,의약외품,방역용품,bottle,120,40,191,35
2022-07,STORE_002,P022,마스크_22,의약외품,마스크,pack,115,35,272,35
2022-07,STORE_004,P022,마스크_22,의약외품,마스크,pack,105,85,140,90
2022-07,STORE_005,P022,마스크_22,의약외품,마스크,pack,120,55,80,60
2022-07,STORE_001,P023,진통소염제_23,전문의약품,진통소염제,bottle,130,45,178,40
2022-07,STORE_002,P023,진통소염제_23,전문의약품,진통소염제,bottle,120,60,320,55
2022-07,STORE_003,P023,진통소염제_23,전문의약품,진통소염제,bottle,115,40,280,30
2022-07,STORE_004,P023,진통소염제_23,전문의약품,진통소염제,bottle,95,30,206,30
2022-07,STORE_005,P023,진통소염제_23,전문의약품,진통소염제,bottle,80,40,113,35
2022-07,STORE_001,P024,방역용품_24,의약외품,방역용품,bottle,100,50,356,50
2022-07,STORE_002,P024,방역용품_24,의약외품,방역용품,bottle,105,35,107,35
2022-07,STORE_003,P022,마스크_22,의약외품,마스크,pack,90,60,52,55
2022-07,STORE_002,P020,소화제_20,일반의약품,소화제,box,120,50,98,55
2022-07,STORE_004,P029,멀미약_29,일반의약품,멀미약,pack,95,45,63,35
2022-07,STORE_001,P030,진통소염제_30,전문의약품,진통소염제,tube,95,55,94,45
2022-07,STORE_001,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,95,95,302,95
2022-07,STORE_002,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,80,35,243,35
2022-07,STORE_003,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,85,40,101,35
2022-07,STORE_004,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,110,60,131,65
2022-07,STORE_005,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,70,60,75,50
2022-07,STORE_001,P036,항암제_36,전문의약품,항암제,tube,115,50,271,45
2022-07,STORE_002,P036,항암제_36,전문의약품,항암제,tube,90,50,145,45
2022-07,STORE_003,P036,항암제_36,전문의약품,항암제,tube,125,35,334,40
2022-07,STORE_004,P036,항암제_36,전문의약품,항암제,tube,105,30,252,30
2022-07,STORE_005,P034,체온계_34,의약외품,체온계,bottle,125,45,210,50
2022-07,STORE_005,P036,항암제_36,전문의약품,항암제,tube,105,40,32,30
2022-07,STORE_002,P037,방역용품_37,의약외품,방역용품,tube,75,70,212,55
2022-07,STORE_003,P037,방역용품_37,의약외품,방역용품,tube,110,30,341,35
2022-07,STORE_004,P037,방역용품_37,의약외품,방역용품,tube,110,55,236,45
2022-07,STORE_005,P037,방역용품_37,의약외품,방역용품,tube,115,50,322,45
2022-07,STORE_001,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,115,55,95,55
2022-07,STORE_002,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,90,65,47,65
2022-07,STORE_003,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,75,60,31,50
2022-07,STORE_004,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,95,70,113,70
2022-07,STORE_005,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,165,30,258,20
2022-07,STORE_001,P037,방역용품_37,의약외품,방역용품,tube,115,30,41,25
2022-07,STORE_005,P029,멀미약_29,일반의약품,멀미약,pack,120,70,274,65
2022-07,STORE_004,P034,체온계_34,의약외품,체온계,bottle,85,45,191,35
2022-07,STORE_002,P034,체온계_34,의약외품,체온계,bottle,85,50,204,50
2022-07,STORE_002,P030,진통소염제_30,전문의약품,진통소염제,tube,85,25,322,20
2022-07,STORE_003,P030,진통소염제_30,전문의약품,진통소염제,tube,110,45,322,50
2022-07,STORE_004,P030,진통소염제_30,전문의약품,진통소염제,tube,95,25,182,25
2022-07,STORE_005,P030,진통소염제_30,전문의약품,진통소염제,tube,125,20,272,20
2022-07,STORE_001,P031,방역용품_31,의약외품,방역용품,pack,80,35,288,35
2022-07,STORE_002,P031,방역용품_31,의약외품,방역용품,pack,80,65,49,75
2022-07,STORE_003,P031,방역용품_31,의약외품,방역용품,pack,120,30,245,30
2022-07,STORE_004,P031,방역용품_31,의약외품,방역용품,pack,115,50,97,50
2022-07,STORE_005,P031,방역용품_31,의약외품,방역용품,pack,110,40,255,35
2022-07,STORE_003,P034,체온계_34,의약외품,체온계,bottle,150,55,121,60
2022-07,STORE_001,P032,해열진통제_32,일반의약품,해열진통제,box,115,45,66,35
2022-07,STORE_003,P032,해열진통제_32,일반의약품,해열진통제,box,110,75,266,80
2022-07,STORE_004,P032,해열진통제_32,일반의약품,해열진통제,box,80,50,333,50
2022-07,STORE_005,P032,해열진통제_32,일반의약품,해열진통제,box,120,60,264,70
2022-07,STORE_001,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,120,50,253,40
2022-07,STORE_002,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,70,40,192,30
2022-07,STORE_003,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,95,40,89,30
2022-07,STORE_004,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,120,85,222,65
2022-07,STORE_005,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,105,45,58,35
2022-07,STORE_001,P034,체온계_34,의약외품,체온계,bottle,120,40,55,30
2022-07,STORE_002,P032,해열진통제_32,일반의약품,해열진통제,box,125,60,253,60
2022-07,STORE_001,P020,소화제_20,일반의약품,소화제,box,85,40,350,30
2022-07,STORE_003,P029,멀미약_29,일반의약품,멀미약,pack,100,55,239,55
2022-07,STORE_004,P019,외용제_19,일반의약품,외용제,bottle,115,60,30,60
2022-07,STORE_005,P005,지사제_5,일반의약품,지사제,box,75,50,176,50
2022-07,STORE_002,P006,항생제_6,전문의약품,항생제,pack,75,60,339,55
2022-07,STORE_003,P006,항생제_6,전문의약품,항생제,pack,115,30,157,30
2022-07,STORE_004,P006,항생제_6,전문의약품,항생제,pack,85,25,67,25
2022-07,STORE_005,P006,항생제_6,전문의약품,항생제,pack,110,45,346,40
2022-07,STORE_001,P007,정신신경용제_7,전문의약품,정신신경용제,box,100,55,35,50
2022-07,STORE_002,P007,정신신경용제_7,전문의약품,정신신경용제,box,125,40,157,35
2022-07,STORE_003,P007,정신신경용제_7,전문의약품,정신신경용제,box,140,45,143,45
2022-07,STORE_004,P007,정신신경용제_7,전문의약품,정신신경용제,box,115,50,328,50
2022-07,STORE_004,P005,지사제_5,일반의약품,지사제,box,100,60,333,70
2022-07,STORE_005,P007,정신신경용제_7,전문의약품,정신신경용제,box,95,50,42,40
2022-07,STORE_002,P008,소화제_8,일반의약품,소화제,tube,100,25,343,25
2022-07,STORE_003,P008,소화제_8,일반의약품,소화제,tube,85,35,130,35
2022-07,STORE_004,P008,소화제_8,일반의약품,소화제,tube,110,65,76,70
2022-07,STORE_005,P008,소화제_8,일반의약품,소화제,tube,95,30,258,25
2022-07,STORE_001,P009,진통소염제_9,전문의약품,진통소염제,bottle,115,20,151,15
2022-07,STORE_002,P009,진통소염제_9,전문의약품,진통소염제,bottle,115,35,301,35
2022-07,STORE_003,P009,진통소염제_9,전문의약품,진통소염제,bottle,115,55,183,50
2022-07,STORE_004,P009,진통소염제_9,전문의약품,진통소염제,bottle,70,65,123,70
2022-07,STORE_005,P009,진통소염제_9,전문의약품,진통소염제,bottle,65,60,68,55
2022-07,STORE_001,P008,소화제_8,일반의약품,소화제,tube,95,35,172,30
2022-07,STORE_001,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,130,50,279,55
2022-07,STORE_003,P005,지사제_5,일반의약품,지사제,box,125,45,180,45
2022-07,STORE_001,P005,지사제_5,일반의약품,지사제,box,90,35,227,30
2022-07,STORE_005,P019,외용제_19,일반의약품,외용제,bottle,75,40,288,30
2022-07,STORE_002,P001,감기약_1,일반의약품,감기약,box,55,30,323,20
2022-07,STORE_003,P001,감기약_1,일반의약품,감기약,box,95,55,217,50
2022-07,STORE_004,P001,감기약_1,일반의약품,감기약,box,80,50,349,45
2022-07,STORE_005,P001,감기약_1,일반의약품,감기약,box,145,45,294,35
2022-07,STORE_001,P002,해열진통제_2,일반의약품,해열진통제,pack,110,35,293,25
2022-07,STORE_002,P002,해열진통제_2,일반의약품,해열진통제,pack,110,75,83,75
2022-07,STORE_003,P002,해열진통제_2,일반의약품,해열진통제,pack,140,75,244,75
2022-07,STORE_004,P002,해열진통제_2,일반의약품,해열진통제,pack,105,60,186,65
2022-07,STORE_002,P005,지사제_5,일반의약품,지사제,box,90,30,176,25
2022-07,STORE_005,P002,해열진통제_2,일반의약품,해열진통제,pack,115,65,318,65
2022-07,STORE_002,P003,고혈압_치료제_3,전문의약품,고혈압_치료제,box,115,50,247,40
2022-07,STORE_003,P003,고혈압_치료제_3,전문의약품,고혈압_치료제,box,115,35,208,25
2022-07,STORE_004,P003,고혈압_치료제_3,전문의약품,고혈압_치료제,box,100,55,260,50
2022-07,STORE_005,P003,고혈압_치료제_3,전문의약품,고혈압_치료제,box,60,65,115,70
2022-07,STORE_001,P004,멀미약_4,일반의약품,멀미약,box,65,55,137,45
2022-07,STORE_002,P004,멀미약_4,일반의약품,멀미약,box,85,75,312,70
2022-07,STORE_003,P004,멀미약_4,일반의약품,멀미약,box,70,45,344,40
2022-07,STORE_004,P004,멀미약_4,일반의약품,멀미약,box,160,50,142,40
2022-07,STORE_005,P004,멀미약_4,일반의약품,멀미약,box,100,55,227,45
2022-07,STORE_001,P003,고혈압_치료제_3,전문의약품,고혈압_치료제,box,90,45,322,45
2022-07,STORE_002,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,110,50,276,55
2022-07,STORE_001,P006,항생제_6,전문의약품,항생제,pack,60,65,133,65
2022-07,STORE_002,P019,외용제_19,일반의약품,외용제,bottle,125,25,91,25
2022-07,STORE_003,P015,구강청결제_15,의약외품,구강청결제,bottle,125,65,251,70
2022-07,STORE_004,P015,구강청결제_15,의약외품,구강청결제,bottle,95,55,95,60
2022-07,STORE_005,P015,구강청결제_15,의약외품,구강청결제,bottle,110,75,337,75
2022-07,STORE_001,P016,항암제_16,전문의약품,항암제,tube,85,45,110,50
2022-07,STORE_002,P016,항암제_16,전문의약품,항암제,tube,100,50,264,50
2022-07,STORE_003,P016,항암제_16,전문의약품,항암제,tube,95,40,37,30
2022-07,STORE_004,P016,항암제_16,전문의약품,항암제,tube,130,60,189,50
2022-07,STORE_001,P017,감기약_17,일반의약품,감기약,tube,90,50,107,45
2022-07,STORE_002,P017,감기약_17,일반의약품,감기약,tube,100,40,85,45
2022-07,STORE_002,P015,구강청결제_15,의약외품,구강청결제,bottle,85,65,279,65
2022-07,STORE_003,P017,감기약_17,일반의약품,감기약,tube,85,75,142,75
2022-07,STORE_005,P017,감기약_17,일반의약품,감기약,tube,135,35,268,25
2022-07,STORE_001,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,95,70,148,65
2022-07,STORE_002,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,70,35,241,30
2022-07,STORE_003,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,100,45,63,45
2022-07,STORE_004,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,90,55,209,55
2022-07,STORE_005,P018,정신신경용제_18,전문의약품,정신신경용제,bottle,80,55,227,50
2022-07,STORE_001,P019,외용제_19,일반의약품,외용제,bottle,65,50,181,55
2022-07,STORE_003,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,120,70,192,70
2022-07,STORE_003,P019,외용제_19,일반의약품,외용제,bottle,85,50,355,55
2022-07,STORE_004,P017,감기약_17,일반의약품,감기약,tube,120,80,183,65
2022-07,STORE_001,P015,구강청결제_15,의약외품,구강청결제,bottle,95,70,80,60
2022-07,STORE_005,P016,항암제_16,전문의약품,항암제,tube,75,35,346,25
2022-07,STORE_004,P014,마스크_14,의약외품,마스크,bottle,75,70,92,65
2022-07,STORE_004,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,145,50,197,55
2022-07,STORE_005,P014,마스크_14,의약외품,마스크,bottle,55,65,340,70
2022-07,STORE_001,P011,지사제_11,일반의약품,지사제,bottle,125,20,144,15
2022-07,STORE_002,P011,지사제_11,일반의약품,지사제,bottle,115,40,206,40
2022-07,STORE_003,P011,지사제_11,일반의약품,지사제,bottle,105,30,253,30
2022-07,STORE_004,P011,지사제_11,일반의약품,지사제,bottle,120,45,302,45
2022-07,STORE_005,P011,지사제_11,일반의약품,지사제,bottle,85,50,129,40
2022-07,STORE_001,P012,손소독제_12,의약외품,손소독제,pack,150,75,173,70
2022-07,STORE_002,P012,손소독제_12,의약외품,손소독제,pack,110,40,180,40
2022-07,STORE_003,P012,손소독제_12,의약외품,손소독제,pack,125,50,197,40
2022-07,STORE_004,P012,손소독제_12,의약외품,손소독제,pack,60,65,165,60
2022-07,STORE_005,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,65,35,271,35
2022-07,STORE_001,P013,마스크_13,의약외품,마스크,box,135,50,202,40
2022-07,STORE_002,P013,마스크_13,의약외품,마스크,box,70,50,30,50
2022-07,STORE_003,P013,마스크_13,의약외품,마스크,box,100,35,146,40
2022-07,STORE_004,P013,마스크_13,의약외품,마스크,box,95,55,288,60
2022-07,STORE_005,P013,마스크_13,의약외품,마스크,box,95,15,37,10
2022-07,STORE_001,P014,마스크_14,의약외품,마스크,bottle,80,55,70,45
2022-07,STORE_002,P014,마스크_14,의약외품,마스크,bottle,85,45,249,40
2022-07,STORE_003,P014,마스크_14,의약외품,마스크,bottle,145,30,226,30
2022-07,STORE_005,P012,손소독제_12,의약외품,손소독제,pack,120,45,304,45
2022-08,STORE_004,P026,항암제_26,전문의약품,항암제,bottle,110,45,186,45
2022-08,STORE_003,P026,항암제_26,전문의약품,항암제,bottle,95,25,176,25
2022-08,STORE_002,P026,항암제_26,전문의약품,항암제,bottle,110,55,245,65
2022-08,STORE_003,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,80,50,337,45
2022-08,STORE_005,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,100,40,187,35
2022-08,STORE_004,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,85,55,225,45
2022-08,STORE_005,P026,항암제_26,전문의약품,항암제,bottle,80,60,96,60
2022-08,STORE_002,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,125,60,149,60
2022-08,STORE_001,P026,항암제_26,전문의약품,항암제,bottle,105,40,333,45
2022-08,STORE_001,P027,멀미약_27,일반의약품,멀미약,box,115,85,116,80
2022-08,STORE_005,P027,멀미약_27,일반의약품,멀미약,box,140,50,66,45
2022-08,STORE_003,P027,멀미약_27,일반의약품,멀미약,box,95,55,206,55
2022-08,STORE_004,P027,멀미약_27,일반의약품,멀미약,box,65,35,274,35
2022-08,STORE_001,P028,멀미약_28,일반의약품,멀미약,pack,130,65,68,60
2022-08,STORE_002,P028,멀미약_28,일반의약품,멀미약,pack,95,30,101,30
2022-08,STORE_003,P028,멀미약_28,일반의약품,멀미약,pack,85,60,132,70
2022-08,STORE_004,P028,멀미약_28,일반의약품,멀미약,pack,130,70,353,65
2022-08,STORE_005,P028,멀미약_28,일반의약품,멀미약,pack,70,50,113,55
2022-08,STORE_001,P029,멀미약_29,일반의약품,멀미약,pack,115,45,314,45
2022-08,STORE_001,P025,당뇨병_치료제_25,전문의약품,당뇨병_치료제,bottle,85,40,304,40
2022-08,STORE_002,P027,멀미약_27,일반의약품,멀미약,box,135,75,122,70
2022-08,STORE_005,P024,방역용품_24,의약외품,방역용품,bottle,100,45,299,50
2022-08,STORE_003,P020,소화제_20,일반의약품,소화제,box,130,35,196,35
2022-08,STORE_003,P024,방역용품_24,의약외품,방역용품,bottle,85,65,280,50
2022-08,STORE_002,P029,멀미약_29,일반의약품,멀미약,pack,135,45,57,35
2022-08,STORE_004,P020,소화제_20,일반의약품,소화제,box,120,20,221,20
2022-08,STORE_005,P020,소화제_20,일반의약품,소화제,box,130,50,97,55
2022-08,STORE_001,P021,항암제_21,전문의약품,항암제,pack,130,50,197,55
2022-08,STORE_002,P021,항암제_21,전문의약품,항암제,pack,55,65,73,65
2022-08,STORE_003,P021,항암제_21,전문의약품,항암제,pack,110,50,207,40
2022-08,STORE_004,P021,항암제_21,전문의약품,항암제,pack,75,45,326,45
2022-08,STORE_005,P021,항암제_21,전문의약품,항암제,pack,95,55,133,55
2022-08,STORE_001,P022,마스크_22,의약외품,마스크,pack,75,45,288,50
2022-08,STORE_004,P024,방역용품_24,의약외품,방역용품,bottle,90,30,357,25
2022-08,STORE_002,P022,마스크_22,의약외품,마스크,pack,105,30,37,30
2022-08,STORE_004,P022,마스크_22,의약외품,마스크,pack,115,50,131,55
2022-08,STORE_005,P022,마스크_22,의약외품,마스크,pack,115,55,225,55
2022-08,STORE_001,P023,진통소염제_23,전문의약품,진통소염제,bottle,115,75,294,80
2022-08,STORE_002,P023,진통소염제_23,전문의약품,진통소염제,bottle,85,50,242,45
2022-08,STORE_003,P023,진통소염제_23,전문의약품,진통소염제,bottle,70,50,192,40
2022-08,STORE_004,P023,진통소염제_23,전문의약품,진통소염제,bottle,115,40,205,40
2022-08,STORE_005,P023,진통소염제_23,전문의약품,진통소염제,bottle,125,60,318,50
2022-08,STORE_001,P024,방역용품_24,의약외품,방역용품,bottle,115,60,230,60
2022-08,STORE_002,P024,방역용품_24,의약외품,방역용품,bottle,130,20,172,15
2022-08,STORE_003,P022,마스크_22,의약외품,마스크,pack,95,55,275,60
2022-08,STORE_003,P029,멀미약_29,일반의약품,멀미약,pack,100,55,325,60
2022-08,STORE_005,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,70,55,303,60
2022-08,STORE_005,P029,멀미약_29,일반의약품,멀미약,pack,125,35,306,35
2022-08,STORE_001,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,125,55,133,50
2022-08,STORE_002,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,115,60,104,55
2022-08,STORE_003,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,150,85,45,90
2022-08,STORE_004,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,70,35,213,30
2022-08,STORE_005,P035,고혈압_치료제_35,전문의약품,고혈압_치료제,bottle,95,35,250,35
2022-08,STORE_001,P036,항암제_36,전문의약품,항암제,tube,80,70,82,65
2022-08,STORE_002,P036,항암제_36,전문의약품,항암제,tube,95,65,83,50
2022-08,STORE_003,P036,항암제_36,전문의약품,항암제,tube,120,60,220,50
2022-08,STORE_004,P036,항암제_36,전문의약품,항암제,tube,95,75,319,60
2022-08,STORE_005,P034,체온계_34,의약외품,체온계,bottle,60,40,165,40
2022-08,STORE_005,P036,항암제_36,전문의약품,항암제,tube,115,55,270,55
2022-08,STORE_002,P037,방역용품_37,의약외품,방역용품,tube,125,25,166,25
2022-08,STORE_003,P037,방역용품_37,의약외품,방역용품,tube,135,40,206,35
2022-08,STORE_004,P037,방역용품_37,의약외품,방역용품,tube,70,80,345,80
2022-08,STORE_005,P037,방역용품_37,의약외품,방역용품,tube,75,60,42,50
2022-08,STORE_001,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,85,40,240,40
2022-08,STORE_002,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,155,15,70,10
2022-08,STORE_003,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,130,65,258,70
2022-08,STORE_004,P038,당뇨병_치료제_38,전문의약품,당뇨병_치료제,pack,110,70,129,70
2022-08,STORE_002,P020,소화제_20,일반의약품,소화제,box,100,25,31,25
2022-08,STORE_001,P037,방역용품_37,의약외품,방역용품,tube,115,15,335,10
2022-08,STORE_004,P034,체온계_34,의약외품,체온계,bottle,155,40,48,35
2022-08,STORE_003,P034,체온계_34,의약외품,체온계,bottle,70,60,233,65
2022-08,STORE_002,P034,체온계_34,의약외품,체온계,bottle,140,50,51,50
2022-08,STORE_001,P030,진통소염제_30,전문의약품,진통소염제,tube,85,45,151,45
2022-08,STORE_002,P030,진통소염제_30,전문의약품,진통소염제,tube,95,35,70,30
2022-08,STORE_003,P030,진통소염제_30,전문의약품,진통소염제,tube,90,40,129,35
2022-08,STORE_004,P030,진통소염제_30,전문의약품,진통소염제,tube,75,50,85,55
2022-08,STORE_005,P030,진통소염제_30,전문의약품,진통소염제,tube,100,85,155,85
2022-08,STORE_001,P031,방역용품_31,의약외품,방역용품,pack,105,50,60,50
2022-08,STORE_002,P031,방역용품_31,의약외품,방역용품,pack,160,30,184,25
2022-08,STORE_003,P031,방역용품_31,의약외품,방역용품,pack,95,80,154,75
2022-08,STORE_004,P031,방역용품_31,의약외품,방역용품,pack,85,40,225,45
2022-08,STORE_005,P031,방역용품_31,의약외품,방역용품,pack,105,50,138,55
2022-08,STORE_001,P032,해열진통제_32,일반의약품,해열진통제,box,75,50,71,55
2022-08,STORE_002,P032,해열진통제_32,일반의약품,해열진통제,box,100,60,50,70
2022-08,STORE_003,P032,해열진통제_32,일반의약품,해열진통제,box,105,50,140,55
2022-08,STORE_004,P032,해열진통제_32,일반의약품,해열진통제,box,115,35,243,35
2022-08,STORE_005,P032,해열진통제_32,일반의약품,해열진통제,box,95,55,174,55
2022-08,STORE_001,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,105,75,339,75
2022-08,STORE_002,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,120,70,213,60
2022-08,STORE_003,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,130,30,279,25
2022-08,STORE_004,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,95,50,221,45
2022-08,STORE_005,P033,기타_전문의약품_33,전문의약품,기타_전문의약품,box,80,65,145,50
2022-08,STORE_001,P034,체온계_34,의약외품,체온계,bottle,80,55,352,50
2022-08,STORE_004,P029,멀미약_29,일반의약품,멀미약,pack,95,60,242,65
2022-08,STORE_001,P020,소화제_20,일반의약품,소화제,box,100,35,206,35
2022-08,STORE_003,P010,기타_전문의약품_10,전문의약품,기타_전문의약품,pack,85,30,189,25
2022-08,STORE_004,P019,외용제_19,일반의약품,외용제,bottle,105,55,190,45
2022-08,STORE_004,P005,지사제_5,일반의약품,지사제,box,90,25,76,25
2022-08,STORE_001,P006,항생제_6,전문의약품,항생제,pack,135,30,78,25
2022-08,STORE_002,P006,항생제_6,전문의약품,항생제,pack,125,65,231,70
2022-08,STORE_003,P006,항생제_6,전문의약품,항생제,pack,95,65,78,70
2022-08,STORE_004,P006,항생제_6,전문의약품,항생제,pack,65,70,172,60
2022-08,STORE_005,P006,항생제_6,전문의약품,항생제,pack,80,35,283,25
2022-08,STORE_001,P007,정신신경용제_7,전문의약품,정신신경용제,box,110,40,154,40
2022-08,STORE_002,P007,정신신경용제_7,전문의약품,정신신경용제,box,115,30,196,30
2022-08,STORE_003,P007,정신신경용제_7,전문의약품,정신신경용제,box,105,40,99,35
2022-08,STORE_003,P005,지사제_5,일반의약품,지사제,box,120,35,65,30
2022-08,STORE_004,P007,정신신경용제_7,전문의약품,정신신경용제,box,60,20,56,20
2022-08,STORE_001,P008,소화제_8,일반의약품,소화제,tube,115,60,293,60
2022-08,STORE_002,P008,소화제_8,일반의약품,소화제,tube,75,55,187,50
2022-08,STORE_003,P008,소화제_8,일반의약품,소화제,tube,110,65,173,60
2022-08,STORE_004,P008,소화제_8,일반의약품,소화제,tube,110,65,260,70
2022-08,STORE_005,P008,소화제_8,일반의약품,소화제,tube,75,55,321,50
2022-08,STORE_001,P009,진통소염제_9,전문의약품,진통소염제,bottle,65,40,352,35
2022-08,STORE_002,P009,진통소염제_9,전문의약품,진통소염제,bottle,100,45,172,50
2022-08,STORE_003,P009,진통소염제_9,전문의약품,진통소염제,bottle,140,70,111,70
2022-08,STORE_004,P009,진통소염제_9,전문의약품,진통소염제,bottle,115,60,36,55
2022-08,STORE_005,P007,정신신경용제_7,전문의약품,정신신경용제,box,110,40,87,35
2022-08,STORE_005,P009,진통소염제_9,전문의약품,진통소염제,bottle,75,25,235,25
2022-08,STORE_002,P005,지사제_5,일반의약품,지사제,box,75,45,103,50
2022-08,STORE_005,P004,멀미약_4,일반의약품,멀미약,box,110,35,56,40
2022-08,STORE_005,P019,외용제_19,일반의약품,외용제,bottle,125,35,110,40
2022-08,STORE_001,P001,감기약_1,일반의약품,감기약,box,95,55,316,45
2022-08,STORE_002,P001,감기약_1,일반의약품,감기약,box,100,20,286,15
2022-08,STORE_003,P001,감기약_1,일반의약품,감기약,box,90,35,204,35
2022-08,STORE_004,P001,감기약_1,일반의약품,감기약,box,120,50,236,50
